0.723671913147 4535
0.476330041885 2843
0.417335033417 2523
0.0134789943695 67
0.594394922256 3611
0.950593948364 5787
1.18156599998 7188
0.226221084595 1427
0.0950689315796 595
0.089259147644 561
0.0782299041748 468
0.369632005692 2294
1.3703751564 8161
0.0858929157257 530
0.904093027115 5343
0.40124797821 2425
3.13361406326 19522
1.17791414261 7713
0.363811969757 2344
0.590636968613 3860
3.74045610428 24074
0.434659957886 2783
1.04917407036 6804
0.065582036972 421
3.2922539711 21277
0.00790095329285 51
0.271767139435 1782
0.00675988197327 40
0.0741679668427 470
0.697449922562 4455
0.0523328781128 324
1.78218603134 11271
0.0775887966156 505
0.61860704422 3955
0.450510025024 2922
1.66430401802 10689
0.198507070541 1268
0.262917995453 1678
0.622137069702 4006
0.0906748771667 598
0.232380151749 1522
0.14744591713 964
0.0620992183685 389
1.82745885849 11889
0.0974721908569 645
0.600898981094 3894
0.799180984497 5209
0.771539926529 5024
0.264567136765 1725
0.112478017807 708
0.0294167995453 194
0.030531167984 200
0.0842878818512 561
0.487061977386 3145
0.598811149597 3899
0.0814309120178 535
0.826094150543 5372
4.18389391899 27063
0.496320009232 3215
1.24493193626 7726
1.00815296173 6146
0.654612064362 3895
0.248141050339 1455
0.332260131836 1891
0.16167807579 959
0.874414920807 5351
1.92130112648 12125
1.68310284615 10748
0.704498052597 4440
0.220793008804 1407
0.667695999146 4188
0.450222969055 2844
0.171849012375 1072
1.03156495094 6473
0.00459098815918 30
0.0556139945984 351
0.746487140656 4605
0.187288045883 1148
0.489759922028 3072
1.00255012512 6126
1.34961485863 8101
0.76987195015 4559
1.07230591774 6507
0.209467887878 1265
0.507931947708 3141
0.0770909786224 474
0.25406908989 1574
1.17255687714 7241
0.0781199932098 472
0.205859184265 1330
0.570355892181 3576
0.0668921470642 417
0.126367092133 763
0.146718025208 900
0.0664918422699 440
0.0601379871368 374
0.526690006256 3266
0.745527029037 4530
3.19453501701 19779
0.965085983276 5895
