0.603585004807 3218
26.2875730991 139039
14.8212368488 78265
33.2024610043 176941
8.16981816292 42836
11.3736579418 60137
9.00818991661 44573
1.09734010696 4319
67.4204828739 331058
38.6036190987 210354
37.9923760891 204038
20.4240548611 100339
21.2682991028 100372
6.93391299248 35677
13.4915211201 69932
28.8490200043 145078
16.4648311138 74999
7.97871899605 41801
36.5265100002 221649
17.7024960518 92004
43.9264640808 227917
77.0260620117 399095
35.5156440735 179114
10.1881117821 51649
202.115160942 1085011
22.5725319386 114172
12.2051241398 64098
114.199496031 607768
34.0911700726 178501
52.5118079185 262046
11.608561039 60184
0.92190694809 4491
116.709587097 610288
24.099214077 127357
21.746254921 111015
67.78353405 351636
50.5332481861 256948
1.81295490265 9203
22.2412171364 114195
9.30914402008 47240
51.5848739147 272210
0.421999931335 2339
1.1815469265 6617
4.45938205719 24467
40.9143199921 220559
22.3798210621 117747
24.450097084 128049
9.1702170372 47079
11.5102748871 54936
17.9432411194 97029
50.7778999805 277382
26.3286399841 141794
3.50765514374 18513
38.9529509544 206471
48.2779169083 245627
4.25284600258 22991
10.0235741138 52050
2.57087206841 12968
26.279271841 141132
5.25916194916 27225
31.975910902 166409
57.9961810112 314861
12.4136798382 67457
0.0651080608368 356
81.0372850895 412691
16.8296980858 86517
5.26402401924 27858
26.0561950207 141107
62.5902760029 336105
29.9595839977 160218
22.9799520969 121848
97.2392148972 540204
9.07829904556 47719
10.1576249599 53711
11.7812731266 65483
4.62313890457 25225
18.145665884 100214
52.3808271885 292471
6.54863095284 34809
3.49935793877 18439
61.6095430851 341685
5.51872706413 29254
46.5827820301 257707
23.9500498772 132864
20.0063991547 112572
26.8667609692 151017
2.84584903717 16044
12.0364458561 67637
21.0216422081 117929
1.08743906021 6140
8.70687603951 49175
25.3770048618 141589
111.403166056 627111
4.91846704483 27706
5.0702290535 28422
5.18795585632 29272
11.8256409168 66781
34.760586977 196340
28.6640841961 161632
40.7129378319 229198
